order_id,customer_id,order_value,cancellation_reason,cancelled,device_type,shipping_method,customer_tenure_days,order_date,product_type
3480,C1954,293.42,Payment Issue,0,Mobile,Standard,1461,2024-06-26,Electronics
3481,C2826,508.58,Shipping Delay,0,Tablet,Standard,853,2024-07-11,Beauty
3482,C2393,574.77,Out of Stock,0,Mobile,Standard,682,2024-09-22,Home
3483,C0642,349.58,Other,0,Mobile,Standard,1022,2024-02-29,Clothing
3484,C2430,252.09,Shipping Delay,0,Mobile,Standard,1541,2024-07-23,Home
3485,C0690,770.15,Payment Issue,0,Desktop,Standard,950,2024-06-03,Clothing
3486,C1277,771.95,Out of Stock,0,Mobile,Express,43,2024-03-12,Beauty
3487,C1951,238.65,Changed Mind,0,Mobile,Standard,602,2024-06-04,Home
3488,C1080,388.9,Payment Issue,0,Mobile,Standard,1731,2024-06-21,Beauty
3489,C1487,778.55,Other,1,Mobile,Express,1539,2024-11-03,Clothing
3490,C0457,13.85,Customer Service,0,Mobile,Standard,632,2024-03-02,Toys
3491,C0983,336.02,Payment Issue,1,Desktop,Standard,1598,2024-07-23,Toys
3492,C2131,89.36,Changed Mind,0,Tablet,Standard,91,2024-02-29,Electronics
3493,C1123,412.23,Payment Issue,0,Tablet,Express,758,2024-03-26,Clothing
3494,C0149,29.49,Changed Mind,0,Desktop,Standard,730,2024-05-22,Clothing
3495,C1353,331.45,Out of Stock,0,Mobile,Standard,953,2024-12-16,Clothing
3496,C1180,184.35,Changed Mind,0,Desktop,Express,1461,2024-01-07,Toys
3497,C0190,431.31,Other,0,Desktop,Standard,336,2024-10-21,Toys
3498,C0883,796.83,Payment Issue,1,Desktop,Express,1766,2024-06-27,Toys
3499,C2311,642.42,Out of Stock,0,Mobile,Standard,1317,2024-08-14,Home
3500,C0400,678.06,Other,0,Mobile,Express,699,2024-01-07,Home
3501,C2812,511.86,Out of Stock,0,Tablet,Standard,924,2024-05-19,Toys
3502,C0609,42.83,Payment Issue,0,Tablet,Express,679,2024-01-14,Beauty
3503,C1796,173.37,Payment Issue,0,Mobile,Express,966,2024-02-03,Home
3504,C1639,740.8,Changed Mind,0,Tablet,Express,263,2024-08-27,Home
3505,C1576,299.23,Other,0,Desktop,Standard,104,2024-11-24,Home
3506,C2833,91.87,Other,0,Mobile,Express,223,2024-11-15,Home
3507,C2149,564.9,Other,0,Mobile,Standard,1442,2024-04-06,Electronics
3508,C1383,246.57,Customer Service,0,Mobile,Standard,977,2024-09-24,Home
3509,C1404,222.4,Changed Mind,0,Mobile,Express,114,2024-05-05,Beauty
3510,C0820,798.4,Other,1,Tablet,Standard,890,2024-02-03,Electronics
3511,C0820,687.93,Other,1,Mobile,Standard,1258,2024-10-09,Home
3512,C0420,332.27,Changed Mind,0,Desktop,Standard,1807,2024-01-18,Clothing
3513,C0124,784.41,Changed Mind,0,Desktop,Standard,1297,2024-10-19,Electronics
3514,C0422,523.59,Out of Stock,0,Mobile,Standard,1253,2024-03-08,Home
3515,C1509,596.2,Payment Issue,0,Mobile,Standard,728,2024-08-24,Beauty
3516,C1598,34.9,Payment Issue,0,Desktop,Standard,33,2024-03-20,Toys
3517,C0768,,Other,1,Mobile,Standard,1411,2024-03-26,Home
3518,C2045,510.14,Other,0,Desktop,Express,1732,2024-02-29,Clothing
3519,C2531,720.23,Payment Issue,0,Mobile,Standard,1524,2024-02-17,Beauty
3520,C2567,502.76,Changed Mind,0,Mobile,Standard,894,2024-06-27,Electronics
3521,C2203,115.88,Customer Service,1,Mobile,Standard,461,2024-12-21,Beauty
3522,C2140,101.45,Shipping Delay,1,Mobile,Standard,448,2024-03-24,Home
3523,C1550,,Changed Mind,0,Mobile,Standard,828,2024-04-04,Clothing
3524,C2503,,Product Quality,0,Tablet,Standard,1237,2024-11-03,Beauty
3525,C1765,420.98,Other,0,Mobile,Standard,1069,2024-09-08,Beauty
3526,C2045,39.32,Other,0,Tablet,Standard,404,2024-11-28,Toys
3527,C2646,73.73,Changed Mind,0,Tablet,Standard,332,2024-06-28,Toys
3528,C0510,541.16,Payment Issue,0,Tablet,Standard,239,2024-03-24,Home
3529,C1207,554.45,Other,0,Mobile,Express,1277,2024-11-05,Electronics
3530,C0386,279.76,Payment Issue,0,Desktop,Standard,227,2024-05-29,Electronics
3531,C1598,180.33,Product Quality,0,Mobile,Standard,732,2024-02-08,Clothing
3532,C2453,652.83,Payment Issue,0,Mobile,Express,890,2024-10-05,Home
3533,C2294,181.51,Changed Mind,0,Desktop,Express,165,2024-10-30,Electronics
3534,C0742,438.2,Changed Mind,0,Mobile,Standard,584,2024-04-22,Beauty
3535,C2709,774.88,Payment Issue,0,Tablet,Standard,736,2024-05-06,Home
3536,C2698,126.8,Other,0,Desktop,Standard,1534,2024-02-10,Beauty
3537,C1912,753.29,Payment Issue,1,Mobile,Standard,597,2024-06-06,Clothing
3538,C1447,154.49,Other,0,Mobile,Standard,592,2024-07-24,Home
3539,C0901,458.28,Other,0,Desktop,Standard,726,2024-02-16,Clothing
3540,C2113,307.84,Changed Mind,0,Mobile,Express,1699,2024-07-03,Toys
3541,C2261,772.29,Product Quality,0,Desktop,Standard,1413,2024-03-12,Clothing
3542,C2010,226.1,Changed Mind,0,Mobile,Standard,1775,2024-02-26,Toys
3543,C0242,325.73,Product Quality,0,Mobile,Standard,1446,2024-08-26,Home
3544,C2541,786.46,Out of Stock,0,Mobile,Standard,924,2024-03-02,Beauty
3545,C2386,433.81,Changed Mind,1,Mobile,Standard,1434,2024-12-07,Beauty
3546,C2021,407.08,Changed Mind,0,Mobile,Standard,1604,2024-02-26,Beauty
3547,C0173,213.65,Shipping Delay,0,Mobile,Express,648,2024-08-30,Clothing
3548,C0672,564.08,Other,0,Mobile,Express,1687,2024-11-23,Home
3549,C0164,21.35,Payment Issue,0,Desktop,Standard,446,2024-05-03,Home
3550,C0465,49.11,Out of Stock,0,Desktop,Express,1426,2024-06-01,Toys
3551,C0497,483.49,Changed Mind,0,Mobile,Standard,96,2024-09-11,Home
3552,C0700,279.92,Customer Service,0,Desktop,Standard,378,2024-08-04,Beauty
3553,C2443,763.12,Payment Issue,0,Desktop,Standard,669,2024-08-19,Home
3554,C0703,723.52,Shipping Delay,0,Mobile,Standard,1209,2024-01-17,Toys
3555,C1941,573.83,Payment Issue,0,Mobile,Standard,1703,2024-03-20,Home
3556,C2356,656.34,Out of Stock,1,Mobile,Standard,1267,2024-06-24,Home
3557,C1792,537.19,Customer Service,0,Mobile,Express,630,2024-02-08,Beauty
3558,C0183,109.21,Product Quality,0,Mobile,Standard,707,2024-05-22,Home
3559,C0629,614.78,Product Quality,0,Mobile,Standard,502,2024-01-17,Clothing
3560,C2558,176.05,Out of Stock,1,Mobile,Standard,287,2024-09-05,Toys
3561,C1732,265.52,Other,0,Desktop,Standard,368,2024-02-04,Toys
3562,C0546,657.2,Out of Stock,1,Mobile,Standard,64,2024-10-15,Toys
3563,C1588,433.86,Other,1,Desktop,Express,161,2024-05-25,Home
3564,C0624,,Out of Stock,0,Desktop,Standard,596,2024-08-02,Clothing
3565,C0594,178.3,Out of Stock,0,Mobile,Standard,926,2024-06-13,Toys
3566,C0744,490.14,Payment Issue,0,Tablet,Standard,570,2024-04-20,Electronics
3567,C1769,76.19,Out of Stock,0,Mobile,Standard,973,2024-05-14,Beauty
3568,C1460,518.02,Payment Issue,0,Tablet,Standard,1817,2024-03-14,Electronics
3569,C1949,612.4,Other,0,Mobile,Standard,661,2024-06-04,Electronics
3570,C2602,472.1,Shipping Delay,0,MOBILE,Standard,1441,2024-08-02,Toys
3571,C2069,220.32,Other,0,Desktop,Standard,480,2024-12-19,Electronics
3572,C2602,34.76,Payment Issue,1,Tablet,Standard,1656,2024-09-30,Electronics
3573,C2445,104.36,Payment Issue,0,Mobile,Standard,268,2024-10-05,Clothing
3574,C2673,501.62,Other,0,Desktop,Standard,1790,2024-05-27,Beauty
3575,C0105,748.19,Changed Mind,0,Desktop,Standard,735,2024-01-31,Home
3576,C2240,173.16,Out of Stock,0,Mobile,Standard,566,2024-01-14,Toys
3577,C0017,590.67,Other,0,Mobile,Express,1671,2024-01-23,Toys
3578,C0393,694.5,Out of Stock,0,Mobile,Standard,1213,2024-01-02,Electronics
3579,C0425,421.5,Payment Issue,0,Mobile,Express,405,2024-06-26,Home
3580,C2177,538.72,Other,0,Desktop,Express,764,2024-11-24,Home
3581,C0572,653.86,Payment Issue,0,Tablet,Express,1512,2024-02-28,Home
3582,C2077,215.93,Other,0,Desktop,Express,1335,2024-10-15,Toys
3583,C1121,244.55,Payment Issue,0,Tablet,Standard,1619,2024-06-24,Toys
3584,C0242,10.5,Shipping Delay,0,Mobile,Standard,865,2024-06-20,Clothing
3585,C2280,770.84,Payment Issue,0,Mobile,Standard,1712,2024-03-23,Toys
3586,C0789,734.86,Product Quality,0,Desktop,Standard,1117,2024-08-10,Toys
3587,C0715,614.01,Payment Issue,0,Desktop,Standard,389,2024-02-04,Clothing
3588,C0759,72.47,Customer Service,0,Mobile,Standard,546,2024-10-23,Toys
3589,C2850,363.53,Out of Stock,0,Mobile,Standard,1434,2024-04-19,Electronics
3590,C0776,90.49,Payment Issue,0,Desktop,Standard,1235,2024-08-22,Electronics
3591,C2774,22.58,Product Quality,0,Mobile,Express,1661,2024-02-08,Clothing
3592,C2248,496.78,Out of Stock,0,Mobile,Express,1392,2024-08-06,Clothing
3593,C2993,769.06,Payment Issue,1,Desktop,Standard,741,2024-08-04,Electronics
3594,C0079,723.27,Payment Issue,0,Tablet,Standard,1191,2024-07-12,Home
3595,C0856,560.44,Changed Mind,0,Desktop,Standard,1037,2024-06-11,Toys
3596,C2515,86.35,Payment Issue,1,Desktop,Standard,585,2024-04-25,Beauty
3597,C2629,226.59,Payment Issue,0,Mobile,Express,1587,2024-11-23,Beauty
3598,C1440,262.84,Changed Mind,0,Desktop,Standard,873,2024-06-09,Clothing
3599,C2988,612.89,Shipping Delay,1,Mobile,Standard,1230,2024-03-29,Beauty
3600,C2497,643.78,Out of Stock,0,Tablet,Standard,42,2024-05-20,Home
3601,C2135,314.23,Payment Issue,0,Mobile,Standard,879,2024-11-07,Beauty
3602,C2149,340.13,Other,0,Desktop,Standard,1465,2024-06-22,Electronics
3603,C1032,45.16,Other,0,Desktop,Standard,1538,2024-07-19,Clothing
3604,C0845,238.42,Changed Mind,0,Mobile,Express,910,2024-12-20,Beauty
3605,C0087,366.52,Payment Issue,0,Tablet,Standard,606,2024-10-28,Toys
3606,C2091,102.42,Other,0,Mobile,Standard,1418,2024-12-21,Clothing
3607,C0408,368.08,Out of Stock,0,Mobile,Standard,237,2024-04-22,Home
3608,C2712,684.01,Changed Mind,0,Mobile,Standard,1702,2024-06-22,Electronics
3609,C1669,469.24,Out of Stock,0,Desktop,Express,1554,2024-03-14,Beauty
3610,C0148,72.35,Product Quality,0,Desktop,Standard,718,2024-11-20,Electronics
3611,C2325,161.42,Payment Issue,0,Mobile,Express,741,2024-10-13,Home
3612,C0232,384.89,Product Quality,1,Mobile,Express,403,2024-05-04,Beauty
3613,C1951,295.57,Product Quality,0,Tablet,Express,213,2024-01-24,Clothing
3614,C0366,293.39,Out of Stock,0,Mobile,Standard,1591,2024-02-01,Clothing
3615,C1675,428.12,Other,1,Desktop,Standard,845,2024-09-10,Toys
3616,C0436,471.67,Payment Issue,0,Desktop,Express,1397,2024-04-22,Home
3617,C0399,639.52,Out of Stock,0,Desktop,Express,131,2024-07-13,Beauty
3618,C1235,279.36,Changed Mind,0,Mobile,Standard,8,2024-01-16,Electronics
3619,C1415,646.32,Changed Mind,0,Mobile,Standard,1766,2024-07-30,Electronics
3620,C2547,277.5,Changed Mind,1,Tablet,Standard,152,2024-04-17,Beauty
3621,C2588,53.79,Changed Mind,0,Mobile,Express,430,2024-01-24,Home
3622,C0563,447.81,Payment Issue,0,Mobile,Standard,482,2024-10-16,Home
3623,C2490,474.44,Changed Mind,0,Mobile,Standard,304,2024-11-03,Electronics
3624,C1285,748.29,Changed Mind,0,Tablet,Standard,283,2024-10-30,Beauty
3625,C0773,583.59,Product Quality,1,Desktop,Standard,471,2024-12-08,Beauty
3626,C2398,735.04,Payment Issue,0,Mobile,Standard,992,2024-04-28,Electronics
3627,C2038,727.59,Shipping Delay,0,Desktop,Standard,189,2024-06-29,Beauty
3628,C2568,487.61,Payment Issue,0,Mobile,Standard,1551,2024-02-07,Beauty
3629,C1344,426.93,Payment Issue,1,Tablet,Standard,511,2024-08-20,Clothing
3630,C2186,450.38,Changed Mind,0,Mobile,Standard,342,2024-03-09,Clothing
3631,C1574,782.88,Payment Issue,0,Desktop,Standard,1453,2024-03-22,Toys
3632,C0992,620.8,Out of Stock,0,Desktop,Standard,714,2024-04-27,Toys
3633,C2416,93.95,Changed Mind,0,Mobile,Standard,1709,2024-11-04,Home
3634,C1247,624.96,Other,0,Desktop,Standard,679,2024-02-19,Clothing
3635,C0360,144.73,Other,0,Mobile,Standard,1057,2024-06-05,Clothing
3636,C0921,363.41,Changed Mind,1,Desktop,Express,470,2024-03-14,Clothing
3637,C2377,176.26,Product Quality,0,Desktop,Express,1417,2024-07-01,Clothing
3638,C2511,554.77,Payment Issue,0,Desktop,Standard,740,2024-04-15,Home
3639,C2994,703.07,Out of Stock,0,Mobile,Standard,1518,2024-07-07,Electronics
3640,C0963,239.39,Product Quality,0,Tablet,Standard,512,2024-11-01,Home
3641,C1828,,Payment Issue,1,Mobile,Express,1345,2024-09-28,Electronics
3642,C2884,245.81,Payment Issue,0,Desktop,Standard,1138,2024-03-27,Toys
3643,C1614,541.17,Payment Issue,0,Desktop,Standard,1237,2024-12-15,Clothing
3644,C1641,269.72,Changed Mind,0,Tablet,Express,1789,2024-11-21,Electronics
3645,C2217,229.71,Out of Stock,1,Desktop,Standard,144,2024-06-20,Home
3646,C0217,155.7,Changed Mind,1,Mobile,Standard,558,2024-09-08,Electronics
3647,C0378,403.04,Changed Mind,0,Desktop,Standard,791,2024-12-21,Beauty
3648,C0119,228.0,Out of Stock,0,Mobile,Standard,1201,2024-05-23,Toys
3649,C0190,587.5,Product Quality,0,Mobile,Express,1748,2024-10-10,Toys
3650,C2815,70.53,Payment Issue,0,Tablet,Standard,359,2024-07-03,Clothing
3651,C0370,534.59,Product Quality,0,Mobile,Standard,284,2024-06-02,Clothing
3652,C1802,197.67,Shipping Delay,1,Mobile,Standard,1268,2024-12-07,Home
3653,C2197,396.53,Product Quality,0,Mobile,Standard,764,2024-04-27,Electronics
3654,C0652,236.01,Product Quality,1,Mobile,Standard,1229,2024-09-23,Beauty
3655,C1883,580.99,Out of Stock,0,Mobile,Standard,583,2024-11-20,Toys
3656,C1512,756.79,Payment Issue,0,Mobile,Standard,1757,2024-09-11,Electronics
3657,C0770,734.49,Out of Stock,0,Desktop,Standard,1365,2024-08-28,Beauty
3658,C2422,470.91,Other,0,Desktop,Standard,726,2024-06-19,Electronics
3659,C0781,375.46,Out of Stock,0,Desktop,Standard,1383,2024-04-14,Clothing
3660,C1717,656.46,Payment Issue,0,Mobile,Standard,1522,2024-02-05,Toys
3661,C2208,549.83,Payment Issue,0,Desktop,Standard,1164,2024-03-06,Beauty
3662,C2399,155.02,Other,0,Mobile,Standard,959,2024-07-03,Clothing
3663,C1312,658.53,Payment Issue,0,Mobile,Standard,1691,2024-07-08,Home
3664,C2940,348.82,Payment Issue,0,Desktop,Standard,1245,2024-06-03,Home
3665,C1250,159.3,Changed Mind,0,Mobile,Standard,1412,2024-08-14,Clothing
3666,C0523,232.62,Other,0,Desktop,Standard,1353,2024-05-20,Beauty
3667,C0522,221.35,Changed Mind,0,Tablet,Standard,742,2024-03-16,Beauty
3668,C0783,420.17,Changed Mind,0,Mobile,Standard,1416,2024-05-25,Toys
3669,C2321,195.15,Shipping Delay,0,Mobile,Standard,653,2024-02-07,Clothing
3670,C0936,107.62,Payment Issue,0,Mobile,Standard,357,2024-09-18,Home
3671,C2231,107.72,Other,0,Mobile,Standard,1417,2024-05-05,Clothing
3672,C1689,470.79,Out of Stock,0,Desktop,Express,586,2024-04-01,Electronics
3673,C0488,590.46,Out of Stock,0,Desktop,Express,39,2024-10-10,Beauty
3674,C1851,264.01,Other,0,Mobile,Standard,901,2024-12-10,Electronics
3675,C0846,37.37,Other,0,Mobile,Express,272,2024-09-17,Home
3676,C2172,110.51,Changed Mind,0,Tablet,Standard,1443,2024-04-17,Beauty
3677,C2838,732.61,Payment Issue,0,Mobile,Standard,1093,2024-02-14,Home
3678,C2462,399.9,Customer Service,0,Mobile,Standard,828,2024-01-02,Home
3679,C2004,368.32,Changed Mind,1,Mobile,Express,622,2024-07-19,Home
3680,C1749,40.06,Other,0,Desktop,Standard,457,2024-03-30,Toys
3681,C0686,585.62,Other,0,Mobile,Standard,233,2024-08-02,Home
3682,C2161,427.17,Payment Issue,1,Mobile,Express,196,2024-04-24,Home
3683,C2936,169.64,Other,0,Desktop,Express,1734,2024-11-14,Electronics
3684,C2170,,Changed Mind,0,Desktop,Standard,1532,2024-04-01,Electronics
3685,C1568,312.88,Shipping Delay,1,Mobile,Standard,535,2024-11-21,Electronics
3686,C1246,671.36,Payment Issue,0,Mobile,Standard,937,2024-07-04,Beauty
3687,C0039,693.58,Other,0,Mobile,Standard,146,2024-09-16,Toys
3688,C2545,486.25,Shipping Delay,0,Mobile,Express,573,2024-06-06,Beauty
3689,C0780,584.75,Shipping Delay,0,Mobile,Standard,1482,2024-02-26,Toys
3690,C1257,100.97,Other,0,Mobile,Express,1090,2024-02-16,Toys
3691,C2991,474.62,Out of Stock,0,Mobile,Standard,29,2024-08-09,Clothing
3692,C2197,536.9,Changed Mind,0,Mobile,Standard,106,2024-04-17,Clothing
3693,C2709,168.56,Other,0,Tablet,Standard,1701,2024-12-16,Clothing
3694,C1928,705.32,Product Quality,0,Mobile,Standard,389,2024-10-26,Toys
3695,C0302,164.05,Other,1,Mobile,Standard,878,2024-06-28,Toys
3696,C2286,257.65,Other,0,Mobile,Standard,405,2024-06-25,Beauty
3697,C0647,500.24,Changed Mind,0,Mobile,Standard,1144,2024-06-28,Toys
3698,C0663,514.3,Changed Mind,0,Desktop,Standard,1034,2024-02-06,Home
3699,C2284,562.51,Changed Mind,0,Mobile,Standard,583,2024-03-03,Home
3700,C1760,98.49,Shipping Delay,0,Desktop,Standard,346,2024-09-24,Toys
3701,C2251,681.08,Changed Mind,0,Mobile,Standard,1276,2024-09-29,Home
3702,C0256,430.95,Product Quality,1,Desktop,Standard,796,2024-10-16,Toys
3703,C0598,382.34,Payment Issue,0,Mobile,Standard,118,2024-12-19,Clothing
3704,C0662,785.07,Payment Issue,0,Mobile,Standard,519,2024-10-28,Toys
3705,C0235,594.9,Payment Issue,0,Mobile,Standard,1238,2024-09-26,Clothing
3706,C1369,103.22,Payment Issue,0,Mobile,Standard,732,2024-09-25,Electronics
3707,C2582,607.67,Shipping Delay,0,Mobile,Express,79,2024-10-31,Home
3708,C2908,85.25,Payment Issue,0,Mobile,Standard,418,2024-09-02,Electronics
3709,C0770,31.7,Payment Issue,1,Desktop,Standard,583,2024-06-26,Home
3710,C2589,328.86,Payment Issue,0,Mobile,Standard,711,2024-03-07,Electronics
3711,C0213,,Product Quality,0,Mobile,Standard,1708,2024-10-03,Toys
3712,C0463,148.16,Customer Service,1,Mobile,Standard,1312,2024-07-26,Electronics
3713,C2484,541.39,Payment Issue,0,Desktop,Standard,233,2024-11-02,Home
3714,C0283,146.98,Product Quality,0,Mobile,Standard,260,2024-02-07,Beauty
3715,C1487,582.58,Changed Mind,1,Mobile,Standard,932,2024-04-28,Home
3716,C1431,409.23,Payment Issue,0,Mobile,Standard,656,2024-01-26,Beauty
3717,C0088,547.18,Shipping Delay,0,Desktop,Standard,1045,2024-01-06,Toys
3718,C1068,170.27,Payment Issue,0,Desktop,Standard,77,2024-09-30,Home
3719,C0461,599.05,Product Quality,0,Mobile,Express,741,2024-08-20,Electronics
3720,C2326,796.54,Payment Issue,0,Mobile,Standard,671,2024-04-23,Toys
3721,C2469,535.86,Other,0,Mobile,Standard,1037,2024-05-13,Home
3722,C1725,399.85,Payment Issue,0,Mobile,Express,1771,2024-11-08,Toys
3723,C1377,739.31,Out of Stock,0,Mobile,Standard,1171,2024-06-26,Beauty
3724,C2744,22.52,Other,0,Mobile,Standard,1685,2024-01-25,Toys
3725,C0515,586.64,Payment Issue,0,Mobile,Standard,29,2024-02-17,Electronics
3726,C0703,712.11,Out of Stock,0,Mobile,Express,437,2024-10-06,Home
3727,C1654,58.72,Changed Mind,0,Mobile,Standard,1696,2024-12-08,Beauty
3728,C2067,365.55,Out of Stock,0,Mobile,Standard,1796,2024-10-27,Toys
3729,C0023,171.73,Payment Issue,0,Mobile,Express,1553,2024-10-25,Clothing
3730,C2461,457.55,Payment Issue,0,Mobile,Standard,62,2024-03-12,Beauty
3731,C1054,523.14,Shipping Delay,0,Desktop,Standard,1453,2024-07-19,Beauty
3732,C1831,249.07,Changed Mind,0,Desktop,Standard,1158,2024-11-21,Electronics
3733,C2156,373.39,Shipping Delay,0,Mobile,Standard,156,2024-02-02,Electronics
3734,C1305,230.68,Payment Issue,0,Mobile,Express,568,2024-04-06,Toys
3735,C1135,301.82,Changed Mind,0,Mobile,Standard,942,2024-02-14,Clothing
3736,C2184,136.04,Out of Stock,0,Mobile,Express,776,2024-09-19,Beauty
3737,C0362,709.59,Out of Stock,0,Tablet,Express,253,2024-12-27,Toys
3738,C2177,17.91,Changed Mind,0,Mobile,Standard,1006,2024-03-10,Clothing
3739,C1900,,Changed Mind,1,Desktop,Standard,1210,2024-10-27,Toys
3740,C1285,461.63,Changed Mind,1,Mobile,Standard,872,2024-10-19,Beauty
3741,C0515,272.01,Payment Issue,0,Desktop,Standard,1402,2024-08-05,Toys
3742,C0449,,Changed Mind,0,Desktop,Standard,1350,2024-07-25,Electronics
3743,C1924,411.12,Payment Issue,0,Desktop,Express,198,2024-06-20,Electronics
3744,C1507,404.3,Shipping Delay,0,Mobile,Standard,880,2024-09-02,Home
3745,C1248,97.01,Out of Stock,0,Desktop,Express,1194,2024-09-12,Clothing
3746,C1856,317.72,Changed Mind,1,Mobile,Express,1338,2024-09-20,Beauty
3747,C0874,200.44,Changed Mind,0,Tablet,Express,5,2024-09-20,Clothing
3748,C2521,22.4,Payment Issue,0,Desktop,Express,1279,2024-01-05,Electronics
3749,C1429,294.48,Out of Stock,0,Mobile,Standard,820,2024-01-10,Beauty
3750,C2350,80.96,Other,0,Tablet,Express,1343,2024-09-27,Home
3751,C2279,212.9,Shipping Delay,0,Desktop,Standard,247,2024-08-17,Electronics
3752,C1755,83.09,Product Quality,0,Desktop,Standard,1754,2024-11-07,Electronics
3753,C0923,89.74,Customer Service,0,Mobile,Standard,3,2024-02-24,Clothing
3754,C2985,167.22,Changed Mind,0,Tablet,Standard,512,2024-02-10,Toys
3755,C2160,799.88,Payment Issue,1,Desktop,Standard,837,2024-05-17,Clothing
3756,C1037,11.73,Shipping Delay,0,Desktop,Standard,505,2024-04-24,Electronics
3757,C1417,514.55,Payment Issue,1,Tablet,Standard,30,2024-03-03,Clothing
3758,C2548,121.58,Out of Stock,0,Mobile,Standard,1652,2024-12-09,Toys
3759,C2980,737.3,Product Quality,0,Mobile,Standard,1298,2024-02-03,Home
3760,C2646,83.97,Product Quality,0,Mobile,Express,708,2024-09-08,Beauty
3761,C2282,764.5,Changed Mind,0,Mobile,Standard,885,2024-07-15,Electronics
3762,C2650,492.63,Out of Stock,0,Desktop,Standard,1348,2024-12-21,Clothing
3763,C0314,11.0,Shipping Delay,1,Mobile,Express,1200,2024-12-28,Electronics
3764,C2614,716.27,Customer Service,0,Mobile,Express,1310,2024-09-08,Beauty
3765,C2257,422.15,Product Quality,0,Mobile,Express,747,2024-03-02,Clothing
3766,C1998,217.51,Other,0,Mobile,Standard,78,2024-08-12,Home
3767,C1038,616.15,Payment Issue,0,Mobile,Standard,242,2024-12-21,Beauty
3768,C1657,742.07,Changed Mind,0,Mobile,Standard,500,2024-02-23,Toys
3769,C2635,392.12,Changed Mind,0,Mobile,Standard,204,2024-06-07,Toys
3770,C1779,259.29,Payment Issue,0,Desktop,Standard,1483,2024-10-20,Electronics
3771,C1015,633.27,Other,0,Desktop,Standard,1406,2024-01-25,Toys
3772,C1094,548.61,Other,0,Mobile,Express,722,2024-08-24,Clothing
3773,C1125,712.11,Payment Issue,0,Mobile,Standard,332,2024-11-16,Toys
3774,C0698,557.09,Payment Issue,0,Mobile,Standard,602,2024-04-09,Home
3775,C2180,202.39,Changed Mind,1,Mobile,Standard,165,2024-08-15,Clothing
3776,C1405,,Customer Service,0,Tablet,Standard,160,2024-06-26,Electronics
3777,C1156,92.82,Changed Mind,0,Mobile,Standard,5,2024-06-03,Electronics
3778,C1044,221.67,Payment Issue,0,Mobile,Standard,1676,2024-08-26,Toys
3779,C1930,420.95,Payment Issue,0,Mobile,Standard,204,2024-05-22,Toys
3780,C2584,456.94,Changed Mind,0,Tablet,Express,531,2024-01-17,Electronics
3781,C1014,22.1,Other,1,Mobile,Express,1123,2024-10-11,Clothing
3782,C0227,626.65,Changed Mind,0,Mobile,Standard,1700,2024-01-05,Beauty
3783,C1829,295.67,Changed Mind,0,Mobile,Standard,44,2024-01-11,Electronics
3784,C1493,331.07,Payment Issue,0,Mobile,Standard,456,2024-07-26,Home
3785,C0822,649.4,Out of Stock,0,Desktop,Standard,226,2024-03-21,Clothing
3786,C2024,309.63,Shipping Delay,0,Mobile,Standard,1338,2024-02-02,Beauty
3787,C0871,47.31,Changed Mind,0,Desktop,Standard,51,2024-10-31,Beauty
3788,C2453,149.39,Changed Mind,1,Mobile,Standard,1169,2024-06-07,Clothing
3789,C2250,765.16,Customer Service,0,Mobile,Standard,1304,2024-09-30,Electronics
3790,C2086,65.62,Payment Issue,0,Mobile,Standard,1146,2024-04-24,Beauty
3791,C2990,290.4,Shipping Delay,1,Desktop,Standard,1742,2024-08-04,Home
3792,C1796,407.51,Changed Mind,0,Mobile,Standard,470,2024-09-17,Clothing
3793,C0188,399.69,Changed Mind,1,Mobile,Standard,896,2024-06-06,Toys
3794,C1081,13.13,Shipping Delay,0,Mobile,Standard,1320,2024-02-14,Electronics
3795,C0941,405.92,Customer Service,0,Desktop,Standard,613,2024-04-29,Clothing
3796,C2321,313.18,Out of Stock,0,Desktop,Express,511,2024-08-02,Home
3797,C2631,777.94,Payment Issue,0,Desktop,Standard,785,2024-05-07,Beauty
3798,C2564,135.74,Out of Stock,0,Mobile,Standard,1664,2024-09-10,Electronics
3799,C0526,289.78,Out of Stock,0,Mobile,Standard,1525,2024-02-07,Electronics
3800,C0336,341.39,Out of Stock,0,Mobile,Standard,1702,2024-12-30,Clothing
3801,C2746,318.65,Shipping Delay,1,Mobile,Standard,1225,2024-07-28,Clothing
3802,C1079,536.01,Payment Issue,1,Desktop,Standard,414,2024-12-17,Home
3803,C2548,180.26,Out of Stock,1,Desktop,Express,613,2024-04-03,Toys
3804,C2948,184.65,Out of Stock,0,Desktop,Standard,1606,2024-01-29,Clothing
3805,C2814,586.08,Changed Mind,0,Mobile,Standard,1445,2024-06-12,Clothing
3806,C2584,405.23,Shipping Delay,0,Desktop,Standard,519,2024-05-16,Clothing
3807,C0162,337.97,Payment Issue,1,Tablet,Express,673,2024-01-23,Home
3808,C0594,143.67,Changed Mind,0,Mobile,Standard,1096,2024-05-10,Beauty
3809,C1939,158.15,Other,0,Mobile,Standard,344,2024-03-26,Toys
3810,C2207,18.34,Changed Mind,1,Mobile,Standard,1050,2024-07-02,Home
3811,C0060,82.23,Changed Mind,0,Mobile,Standard,1192,2024-08-24,Clothing
3812,C2963,449.9,Out of Stock,0,Desktop,Standard,774,2024-07-02,Beauty
